,id,time,name,url,ticker,reason,rate,stock
0,2021-09-21 17:42:04.900336,14:40,ロコガイド (4497・マザ),/brand/?code=4497,4497,上値抵抗線突破初日 ,+56.23 %,株価
0,2021-09-21 17:42:04.903494,14:30,エヌアイデイ (2349・JQS),/brand/?code=2349,2349,上値抵抗線突破初日 ,+26.56 %,株価
0,2021-09-21 17:42:04.906430,14:30,藤商事 (6257・JQS),/brand/?code=6257,6257,三角保ち合い上放れ初日 ,+22.27 %,株価
0,2021-09-21 17:42:04.909230,14:30,近鉄百貨店 (8244・東1),/brand/?code=8244,8244,トレンド支持線からの反発初日 ,+26.55 %,株価
0,2021-09-21 17:42:04.911885,14:30,鴨川グランドホテル (9695・JQS),/brand/?code=9695,9695,上値抵抗線突破初日 ,+12.01 %,株価
0,2021-09-21 17:42:04.914536,14:20,太平電業 (1968・東1),/brand/?code=1968,1968,押し目からの反発初日 ,+24.18 %,株価
0,2021-09-21 17:42:04.917153,14:20,ヨシックスホールディングス (3221・東1),/brand/?code=3221,3221,押し目からの反発初日 ,+56.74 %,株価
0,2021-09-22 01:40:54.895852,09:10,ＰＡＬＴＡＣ (8283・東1),/brand/?code=8283,8283,三角保ち合い上放れ初日 ,+25.09 %,株価
0,2021-09-22 01:40:54.899294,09:10,東北電力 (9506・東1),/brand/?code=9506,9506,三角保ち合い上放れ初日 ,+20.98 %,株価
0,2021-09-22 01:40:54.902266,09:10,九州電力 (9508・東1),/brand/?code=9508,9508,三角保ち合い上放れ初日 ,+26.95 %,株価
0,2021-09-22 01:40:54.905229,09:10,東京ガス (9531・東1),/brand/?code=9531,9531,三角保ち合い上放れ初日 ,+16.97 %,株価
0,2021-09-22 01:40:54.908053,09:10,大阪ガス (9532・東1),/brand/?code=9532,9532,トレンド支持線からの反発初日 ,+27.94 %,株価
0,2021-09-22 01:40:54.910758,09:10,きんえい (9636・東2),/brand/?code=9636,9636,トレンド支持線からの反発初日 ,+14.26 %,株価
0,2021-09-22 01:40:54.913438,09:10,ジュンテンドー (9835・東2),/brand/?code=9835,9835,ゴールデンクロス ,+3.71 %,株価
0,2021-09-22 01:40:54.916125,09:10,日本ＫＦＣホールディングス (9873・東2),/brand/?code=9873,9873,押し目からの反発初日 ,+19.35 %,株価
0,2021-09-22 01:41:29.217819,09:20,シンクレイヤ (1724・JQS),/brand/?code=1724,1724,三角保ち合い上放れ初日 ,+45.22 %,株価
0,2021-09-22 01:41:29.221245,09:20,ヒビノ (2469・JQS),/brand/?code=2469,2469,上値抵抗線突破初日 ,+63.42 %,株価
0,2021-09-22 01:41:29.224292,09:20,串カツ田中ホールディングス (3547・東1),/brand/?code=3547,3547,三角保ち合い上放れ初日 ,+82.37 %,株価
0,2021-09-22 01:41:29.227655,09:20,ビートレンド (4020・マザ),/brand/?code=4020,4020,押し目からの反発初日 ,+11.37 %,株価
0,2021-09-22 01:41:29.230497,09:20,大阪油化工業 (4124・JQS),/brand/?code=4124,4124,押し目からの反発初日 ,+188.42 %,株価
0,2021-09-22 01:41:29.233229,09:20,ブリヂストン (5108・東1),/brand/?code=5108,5108,押し目からの反発初日 ,+38.47 %,株価
0,2021-09-22 01:41:29.235927,09:20,西川ゴム工業 (5161・東2),/brand/?code=5161,5161,押し目からの反発初日 ,+34.97 %,株価
0,2021-09-22 01:41:29.238621,09:20,北越メタル (5446・東2),/brand/?code=5446,5446,上値抵抗線突破初日 ,+4.08 %,株価
0,2021-09-22 01:41:29.241303,09:20,サンユウ (5697・東2),/brand/?code=5697,5697,トレンド支持線からの反発初日 ,+30.76 %,株価
0,2021-09-22 01:41:29.243973,09:20,キッツ (6498・東1),/brand/?code=6498,6498,トレンド支持線からの反発初日 ,+59.89 %,株価
0,2021-09-22 01:41:29.246589,09:20,アルー (7043・マザ),/brand/?code=7043,7043,上値抵抗線突破初日 ,+148.21 %,株価
0,2021-09-22 01:41:29.249216,09:20,リファインバースグループ (7375・マザ),/brand/?code=7375,7375,三角保ち合い上放れ初日 ,+1.4 %,株価
0,2021-09-22 01:41:29.251973,09:20,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ (7685・マザ),/brand/?code=7685,7685,暴落からの反発初日 ,+3.56 %,株価
0,2021-09-22 01:41:29.254649,09:20,ＵＥＸ (9888・JQS),/brand/?code=9888,9888,上値抵抗線突破初日 ,+22.45 %,株価
0,2021-09-22 01:41:29.257246,09:10,魚喜 (2683・東2),/brand/?code=2683,2683,上値抵抗線突破初日 ,+17.05 %,株価
0,2021-09-22 01:41:29.259897,09:10,アステラス製薬 (4503・東1),/brand/?code=4503,4503,押し目からの反発初日 ,+48.21 %,株価
0,2021-09-22 01:41:29.262453,09:10,トスネット (4754・JQS),/brand/?code=4754,4754,ダブルボトムからの反発 ,+13.84 %,株価
0,2021-09-22 01:41:29.265031,09:10,京三製作所 (6742・東1),/brand/?code=6742,6742,三角保ち合い上放れ初日 ,+34.35 %,株価
0,2021-09-22 01:41:29.267593,09:10,ナンシン (7399・JQS),/brand/?code=7399,7399,暴落からの反発初日 ,+27.99 %,株価
0,2021-09-22 01:41:29.270136,09:10,日新商事 (7490・東2),/brand/?code=7490,7490,押し目からの反発初日 ,+10.48 %,株価
0,2021-09-22 01:41:36.297177,09:50,三協フロンテア (9639・JQS),/brand/?code=9639,9639,押し目からの反発初日 ,+43.78 %,株価
0,2021-09-22 01:41:36.300365,09:50,京都ホテル (9723・東2),/brand/?code=9723,9723,トレンドライン突破初日 ,+21.23 %,株価
0,2021-09-22 01:41:36.303116,09:50,ファーストリテイリング (9983・東1),/brand/?code=9983,9983,トレンドライン突破初日 ,+10.18 %,株価
0,2021-09-22 01:41:36.306182,09:40,ぐるなび (2440・東1),/brand/?code=2440,2440,押し目からの反発初日 ,+63.81 %,株価
0,2021-09-22 01:41:36.308924,09:40,恵和 (4251・東1),/brand/?code=4251,4251,押し目からの反発初日 ,+104.13 %,株価
0,2021-09-22 01:41:36.311606,09:40,石原ケミカル (4462・東1),/brand/?code=4462,4462,トレンド支持線からの反発初日 ,+45.76 %,株価
0,2021-09-22 01:41:36.314241,09:40,不二サッシ (5940・東2),/brand/?code=5940,5940,押し目からの反発初日 ,+5.05 %,株価
0,2021-09-22 01:41:36.316901,09:40,相鉄ホールディングス (9003・東1),/brand/?code=9003,9003,上値抵抗線突破初日 ,+28.43 %,株価
0,2021-09-22 01:41:36.319506,09:30,雪印メグミルク (2270・東1),/brand/?code=2270,2270,押し目からの反発初日 ,+21.21 %,株価
0,2021-09-22 01:41:36.322157,09:30,東京一番フーズ (3067・東1),/brand/?code=3067,3067,トレンド支持線からの反発初日 ,+6.51 %,株価
0,2021-09-22 01:41:36.324783,09:30,知多鋼業 (5993・名2),/brand/?code=5993,5993,上値抵抗線突破初日 ,+22.81 %,株価
0,2021-09-22 01:41:36.327344,09:30,帝国電機製作所 (6333・東1),/brand/?code=6333,6333,トレンド支持線からの反発初日 ,+24.68 %,株価
0,2021-09-22 01:41:36.329920,09:30,シモジマ (7482・東1),/brand/?code=7482,7482,トレンド支持線からの反発初日 ,+23.33 %,株価
0,2021-09-22 01:41:36.332749,09:30,ＪＭＳ (7702・東1),/brand/?code=7702,7702,押し目からの反発初日 ,+43.13 %,株価
0,2021-09-22 01:41:36.335566,09:30,マルイチ産商 (8228・名2),/brand/?code=8228,8228,ダブルボトムからの反発 ,+13.03 %,株価
0,2021-09-22 01:41:36.338302,09:30,名古屋銀行 (8522・東1),/brand/?code=8522,8522,三角保ち合い上放れ初日 ,+42.68 %,株価
0,2021-09-22 01:41:36.340913,09:30,九州旅客鉄道 (9142・東1),/brand/?code=9142,9142,押し目からの反発初日 ,+42.35 %,株価
0,2021-09-22 01:41:36.343499,09:30,イー・ロジット (9327・JQS),/brand/?code=9327,9327,上値抵抗線突破初日 ,+21.01 %,株価
0,2021-09-22 01:41:36.346082,09:30,西部ガスホールディングス (9536・東1),/brand/?code=9536,9536,押し目からの反発初日 ,+18.14 %,株価
0,2021-09-22 01:41:36.348646,09:30,ＫＮＴ−ＣＴホールディングス (9726・東1),/brand/?code=9726,9726,逆三尊からの上昇 ,+70.17 %,株価
0,2021-09-22 01:41:42.280403,10:50,Ｓｕｃｃｅｓｓ　Ｈｏｌｄｅｒｓ (4833・JQG),/brand/?code=4833,4833,押し目からの反発初日 ,+82.73 %,株価
0,2021-09-22 01:41:42.284318,10:50,ニッコー (5343・名2),/brand/?code=5343,5343,押し目からの反発初日 ,+0.33 %,株価
0,2021-09-22 01:41:42.287788,10:50,ブシロード (7803・マザ),/brand/?code=7803,7803,トレンド支持線からの反発初日 ,+90.14 %,株価
0,2021-09-22 01:41:42.291461,10:30,ベルトラ (7048・マザ),/brand/?code=7048,7048,押し目からの反発初日 ,+128.56 %,株価
0,2021-09-22 01:41:42.294605,10:30,宮崎太陽銀行 (8560・福岡),/brand/?code=8560,8560,押し目からの反発初日 ,+22.06 %,株価
0,2021-09-22 01:41:42.297572,10:20,東北新社 (2329・JQS),/brand/?code=2329,2329,暴落からの反発初日 ,+30.77 %,株価
0,2021-09-22 01:41:42.300478,10:20,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ (3975・東証),/brand/?code=3975,3975,三角保ち合い上放れ初日 ,+97.67 %,株価
0,2021-09-22 01:41:42.303418,10:20,オリエンタルランド (4661・東1),/brand/?code=4661,4661,トレンド支持線からの反発初日 ,+29.07 %,株価
0,2021-09-22 01:41:42.306316,10:20,エーワン精密 (6156・JQS),/brand/?code=6156,6156,三角保ち合い上放れ初日 ,+4.47 %,株価
0,2021-09-22 01:41:42.309084,10:10,大戸屋ホールディングス (2705・JQS),/brand/?code=2705,2705,トレンド支持線からの反発初日 ,+41.09 %,株価
0,2021-09-22 01:41:42.311778,10:10,アーキテクツ・スタジオ・ジャパン (6085・マザ),/brand/?code=6085,6085,暴落からの反発初日 ,+32.44 %,株価
0,2021-09-22 01:41:42.314673,10:10,神姫バス (9083・東2),/brand/?code=9083,9083,上値抵抗線突破初日 ,+22.14 %,株価
0,2021-09-22 01:41:42.317376,10:10,クロップス (9428・東1),/brand/?code=9428,9428,ダブルボトムからの反発 ,+34.75 %,株価
0,2021-09-22 01:41:42.320070,10:00,扶桑化学工業 (4368・東1),/brand/?code=4368,4368,トレンド支持線からの反発初日 ,+61.57 %,株価
0,2021-09-22 01:41:42.322778,10:00,極東産機 (6233・JQS),/brand/?code=6233,6233,押し目からの反発初日 ,+52.96 %,株価
0,2021-09-22 01:41:42.325527,10:00,マミヤ・オーピー (7991・東2),/brand/?code=7991,7991,トレンドライン突破初日 ,+10.7 %,株価
0,2021-09-22 01:41:42.328374,09:50,デジタルハーツホールディングス (3676・東1),/brand/?code=3676,3676,トレンド支持線からの反発初日 ,+74.35 %,株価
0,2021-09-22 01:41:42.331245,09:50,オーケーエム (6229・東2),/brand/?code=6229,6229,トレンドライン突破初日 ,+64.34 %,株価
0,2021-09-22 01:41:42.333953,09:50,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ (6561・マザ),/brand/?code=6561,6561,押し目からの反発初日 ,+115.48 %,株価
0,2021-09-22 01:41:42.336607,09:50,丸藤シートパイル (8046・東2),/brand/?code=8046,8046,上値抵抗線突破初日 ,+12.98 %,株価
0,2021-09-22 01:41:48.583402,13:10,菱友システムズ (4685・JQS),/brand/?code=4685,4685,上値抵抗線突破初日 ,+34.98 %,株価
0,2021-09-22 01:41:48.586682,13:10,ベストワンドットコム (6577・マザ),/brand/?code=6577,6577,トレンド支持線からの反発初日 ,+118.48 %,株価
0,2021-09-22 01:41:48.589708,13:10,東海旅客鉄道 (9022・東1),/brand/?code=9022,9022,上値抵抗線突破初日 ,+35.31 %,株価
0,2021-09-22 01:41:48.593059,13:00,イオンファンタジー (4343・東1),/brand/?code=4343,4343,押し目からの反発初日 ,+43.97 %,株価
0,2021-09-22 01:41:48.595888,13:00,ファーストロジック (6037・東1),/brand/?code=6037,6037,押し目からの反発初日 ,+36.54 %,株価
0,2021-09-22 01:41:48.598595,12:50,Ｍマート (4380・マザ),/brand/?code=4380,4380,暴落からの反発初日 ,+21.34 %,株価
0,2021-09-22 01:41:48.601285,12:50,ダイコク電機 (6430・東1),/brand/?code=6430,6430,押し目からの反発初日 ,+43.63 %,株価
0,2021-09-22 01:41:48.603973,12:40,植木組 (1867・東1),/brand/?code=1867,1867,押し目からの反発初日 ,+1.85 %,株価
0,2021-09-22 01:41:48.606647,12:40,三精テクノロジーズ (6357・東2),/brand/?code=6357,6357,押し目からの反発初日 ,+52.6 %,株価
0,2021-09-22 01:41:48.609237,12:20,日建工学 (9767・東2),/brand/?code=9767,9767,三角保ち合い上放れ初日 ,+31.41 %,株価
0,2021-09-22 01:41:48.611876,11:30,カイノス (4556・JQS),/brand/?code=4556,4556,上値抵抗線突破初日 ,+95.28 %,株価
0,2021-09-22 01:41:48.614502,11:20,コーセーアールイー (3246・東1),/brand/?code=3246,3246,三角保ち合い上放れ初日 ,+18.35 %,株価
0,2021-09-22 01:41:48.617226,11:20,ヒロセ通商 (7185・JQS),/brand/?code=7185,7185,トレンド支持線からの反発初日 ,+27.16 %,株価
0,2021-09-22 01:41:48.619860,11:20,マルシェ (7524・東1),/brand/?code=7524,7524,トレンド支持線からの反発初日 ,+8.18 %,株価
0,2021-09-22 01:41:48.622431,11:20,南海プライウッド (7887・東2),/brand/?code=7887,7887,トレンド支持線からの反発初日 ,+14.97 %,株価
0,2021-09-22 01:41:48.625012,11:20,サンネクスタグループ (8945・東1),/brand/?code=8945,8945,トレンド支持線からの反発初日 ,+9.81 %,株価
0,2021-09-22 01:41:48.627572,11:20,ニッコンホールディングス (9072・東1),/brand/?code=9072,9072,トレンド支持線からの反発初日 ,+26.85 %,株価
0,2021-09-22 01:41:48.630153,11:20,武蔵野興業 (9635・東2),/brand/?code=9635,9635,押し目からの反発初日 ,+8.11 %,株価
0,2021-09-22 01:41:48.632704,11:10,白鳩 (3192・JQS),/brand/?code=3192,3192,暴落からの反発初日 ,+10.22 %,株価
0,2021-09-22 01:41:48.635260,11:00,富士ソフトサービスビューロ (6188・東2),/brand/?code=6188,6188,トレンドライン突破初日 ,+30.87 %,株価
0,2021-09-22 01:41:55.082991,14:20,共和レザー (3553・東1),/brand/?code=3553,3553,三角保ち合い上放れ初日 ,+27.38 %,株価
0,2021-09-22 01:41:55.086152,14:20,アトム (7412・東2),/brand/?code=7412,7412,ダブルボトムからの反発 ,+18.78 %,株価
0,2021-09-22 01:41:55.088850,14:20,研創 (7939・JQS),/brand/?code=7939,7939,押し目からの反発初日 ,+4.88 %,株価
0,2021-09-22 01:41:55.091903,14:20,京阪ホールディングス (9045・東1),/brand/?code=9045,9045,トレンドライン突破初日 ,+5.54 %,株価
0,2021-09-22 01:41:55.094600,14:00,手間いらず (2477・東1),/brand/?code=2477,2477,押し目からの反発初日 ,+61.96 %,株価
0,2021-09-22 01:41:55.097313,13:50,ケアネット (2150・マザ),/brand/?code=2150,2150,上値抵抗線突破初日 ,+83.24 %,株価
0,2021-09-22 01:41:55.099930,13:50,桂川電機 (6416・JQS),/brand/?code=6416,6416,上値抵抗線突破初日 ,+12.76 %,株価
0,2021-09-22 01:41:55.102571,13:50,ミクリード (7687・マザ),/brand/?code=7687,7687,押し目からの反発初日 ,+39.54 %,株価
0,2021-09-22 01:41:55.105157,13:30,岩谷産業 (8088・東1),/brand/?code=8088,8088,トレンド支持線からの反発初日 ,+30.34 %,株価
0,2021-09-22 01:41:55.107745,13:20,シード平和 (1739・JQG),/brand/?code=1739,1739,上値抵抗線突破初日 ,+53.68 %,株価
0,2021-09-22 01:41:55.110366,13:20,群栄化学工業 (4229・東1),/brand/?code=4229,4229,トレンド支持線からの反発初日 ,+34.98 %,株価
0,2021-09-22 01:41:55.112995,13:20,インテージホールディングス (4326・東1),/brand/?code=4326,4326,押し目からの反発初日 ,+54.62 %,株価
0,2021-09-22 01:41:55.115575,13:20,ＩＳＩＤ (4812・東1),/brand/?code=4812,4812,三角保ち合い上放れ初日 ,+48.38 %,株価
0,2021-09-22 01:41:55.118378,13:20,太陽工機 (6164・JQS),/brand/?code=6164,6164,トレンドライン突破初日 ,+35.24 %,株価
0,2021-09-22 01:41:55.120987,13:20,ゲームカード・ジョイコホールディングス (6249・JQS),/brand/?code=6249,6249,押し目からの反発初日 ,+6.47 %,株価
0,2021-09-22 01:41:55.123569,13:20,タクミナ (6322・東2),/brand/?code=6322,6322,押し目からの反発初日 ,+11.21 %,株価
0,2021-09-22 01:41:55.126266,13:20,日新電機 (6641・東1),/brand/?code=6641,6641,トレンド支持線からの反発初日 ,+36.52 %,株価
0,2021-09-22 01:41:55.129120,13:20,ＳＲＳホールディングス (8163・東1),/brand/?code=8163,8163,三角保ち合い上放れ初日 ,+12.69 %,株価
0,2021-09-22 01:41:55.131963,13:20,南海電気鉄道 (9044・東1),/brand/?code=9044,9044,暴落からの反発初日 ,+25.03 %,株価
0,2021-09-22 01:41:55.134662,13:10,ＡＬＢＥＲＴ (3906・マザ),/brand/?code=3906,3906,押し目からの反発初日 ,+7.37 %,株価
0,2021-09-22 01:42:19.499101,15:30,大光 (3160・東1),/brand/?code=3160,3160,上値抵抗線突破初日 ,+10.62 %,株価
0,2021-09-22 01:42:19.503200,15:30,アグロ　カネショウ (4955・東1),/brand/?code=4955,4955,トレンド支持線からの反発初日 ,+22.7 %,株価
0,2021-09-22 01:42:19.506850,15:30,兼松サステック (7961・東1),/brand/?code=7961,7961,三角保ち合い上放れ初日 ,+10.82 %,株価
0,2021-09-22 01:42:19.510641,15:20,日本和装ホールディングス (2499・東2),/brand/?code=2499,2499,三角保ち合い上放れ初日 ,+14.78 %,株価
0,2021-09-22 01:42:19.513985,15:20,小倉クラッチ (6408・JQS),/brand/?code=6408,6408,押し目からの反発初日 ,+30.31 %,株価
0,2021-09-22 01:42:19.517087,15:20,南陽 (7417・東1),/brand/?code=7417,7417,三角保ち合い上放れ初日 ,+36.46 %,株価
0,2021-09-22 01:42:19.520172,15:20,ナガホリ (8139・東2),/brand/?code=8139,8139,トレンドライン突破初日 ,+22.38 %,株価
0,2021-09-22 01:42:19.523127,15:20,東海汽船 (9173・東2),/brand/?code=9173,9173,トレンドライン突破初日 ,+5.55 %,株価
0,2021-09-22 01:42:19.525992,15:10,東名 (4439・東1),/brand/?code=4439,4439,上値抵抗線突破初日 ,+27.08 %,株価
0,2021-09-22 01:42:19.528854,15:10,日本エマージェンシーアシスタンス (6063・JQS),/brand/?code=6063,6063,上値抵抗線突破初日 ,+138.72 %,株価
0,2021-09-22 01:42:19.531724,15:00,フレンドリー (8209・東2),/brand/?code=8209,8209,押し目からの反発初日 ,+28.35 %,株価
0,2021-09-22 01:42:19.534474,14:50,ソケッツ (3634・東2),/brand/?code=3634,3634,上値抵抗線突破初日 ,-11.8 %,株価
0,2021-09-22 01:42:19.537135,14:50,ビーブレイクシステムズ (3986・マザ),/brand/?code=3986,3986,上値抵抗線突破初日 ,+9.15 %,株価
0,2021-09-22 01:42:19.539788,14:40,ロコガイド (4497・マザ),/brand/?code=4497,4497,上値抵抗線突破初日 ,+56.23 %,株価
0,2021-09-22 01:42:19.542482,14:30,エヌアイデイ (2349・JQS),/brand/?code=2349,2349,上値抵抗線突破初日 ,+26.56 %,株価
0,2021-09-22 01:42:19.545111,14:30,藤商事 (6257・JQS),/brand/?code=6257,6257,三角保ち合い上放れ初日 ,+22.27 %,株価
0,2021-09-22 01:42:19.547703,14:30,近鉄百貨店 (8244・東1),/brand/?code=8244,8244,トレンド支持線からの反発初日 ,+26.55 %,株価
0,2021-09-22 01:42:19.550454,14:30,鴨川グランドホテル (9695・JQS),/brand/?code=9695,9695,上値抵抗線突破初日 ,+12.01 %,株価
0,2021-09-22 01:42:19.553199,14:20,太平電業 (1968・東1),/brand/?code=1968,1968,押し目からの反発初日 ,+24.18 %,株価
0,2021-09-22 01:42:19.555895,14:20,ヨシックスホールディングス (3221・東1),/brand/?code=3221,3221,押し目からの反発初日 ,+48.11 %,株価
0,2021-09-22 16:27:35.779137,16:00,ゴルフ・ドゥ (3032・名セ),/brand/?code=3032,3032,押し目からの反発初日 ,+46.78 %,株価
0,2021-09-22 16:27:35.784657,15:40,日本山村硝子 (5210・東1),/brand/?code=5210,5210,三角保ち合い上放れ初日 ,+33.66 %,株価
0,2021-09-22 16:27:35.788984,15:30,丸八ホールディングス (3504・名2),/brand/?code=3504,3504,トレンドライン突破初日 ,+5.73 %,株価
0,2021-09-22 16:27:35.792874,15:30,ネオジャパン (3921・東1),/brand/?code=3921,3921,ダブルボトムからの反発 ,+29.78 %,株価
0,2021-09-22 16:27:35.797068,15:30,千趣会 (8165・東1),/brand/?code=8165,8165,トレンド支持線からの反発初日 ,+39.93 %,株価
0,2021-09-22 16:27:35.800585,15:20,アールエイジ (3248・東2),/brand/?code=3248,3248,押し目からの反発初日 ,+14.84 %,株価
0,2021-09-22 16:27:35.804032,14:40,オンリー (3376・東証),/brand/?code=3376,3376,上値抵抗線突破初日 ,+92.92 %,株価
0,2021-09-22 16:27:35.807353,14:40,サムコ (6387・東1),/brand/?code=6387,6387,暴落からの反発初日 ,+41.51 %,株価
0,2021-09-22 16:27:35.810589,14:20,ドリームインキュベータ (4310・東1),/brand/?code=4310,4310,暴落からの反発初日 ,+16.04 %,株価
0,2021-09-22 16:27:35.813732,14:20,中道リース (8594・札幌),/brand/?code=8594,8594,暴落からの反発初日 ,-3.51 %,株価
0,2021-09-22 16:27:35.816660,13:30,ＪＢイレブン (3066・名2),/brand/?code=3066,3066,押し目からの反発初日 ,+3.12 %,株価
0,2021-09-22 16:27:35.819564,13:30,ファインシンター (5994・東2),/brand/?code=5994,5994,暴落からの反発初日 ,+35.72 %,株価
0,2021-09-22 16:27:35.822468,13:30,愛眼 (9854・東1),/brand/?code=9854,9854,三角保ち合い上放れ初日 ,+10.74 %,株価
0,2021-09-22 16:27:35.825264,13:20,オーナンバ (5816・東2),/brand/?code=5816,5816,トレンド支持線からの反発初日 ,+107.84 %,株価
0,2021-09-22 16:27:35.827948,13:20,インターネットインフィニティー (6545・マザ),/brand/?code=6545,6545,トレンドライン突破初日 ,+31.29 %,株価
0,2021-09-22 16:27:35.830603,13:20,中央化学 (7895・JQS),/brand/?code=7895,7895,トレンド支持線からの反発初日 ,+13.72 %,株価
0,2021-09-22 16:27:35.833267,13:20,福岡中央銀行 (8540・福岡),/brand/?code=8540,8540,三角保ち合い上放れ初日 ,-1.09 %,株価
0,2021-09-22 16:27:35.835946,12:40,萬世電機 (7565・東2),/brand/?code=7565,7565,押し目からの反発初日 ,+1.83 %,株価
0,2021-09-22 16:27:35.838572,12:40,アイフィスジャパン (7833・東1),/brand/?code=7833,7833,トレンド支持線からの反発初日 ,+14.87 %,株価
0,2021-09-22 16:27:35.841184,12:40,筑邦銀行 (8398・福岡),/brand/?code=8398,8398,暴落からの反発初日 ,+0.92 %,株価
0,2021-09-26 22:07:37.160553,10:40,日本パーカライジング (4095・東1),/brand/?code=4095,4095,押し目からの反発初日 ,+31.81 %,株価
0,2021-09-26 22:07:37.165935,10:40,藤倉化成 (4620・東1),/brand/?code=4620,4620,押し目からの反発初日 ,+36.94 %,株価
0,2021-09-26 22:07:37.170496,10:40,東洋炭素 (5310・東1),/brand/?code=5310,5310,押し目からの反発初日 ,+64.49 %,株価
0,2021-09-26 22:07:37.175001,10:40,Ｇ−７ホールディングス (7508・東1),/brand/?code=7508,7508,押し目からの反発初日 ,+93.4 %,株価
0,2021-09-26 22:07:37.179404,10:40,プレシジョン・システム・サイエンス (7707・マザ),/brand/?code=7707,7707,押し目からの反発初日 ,+24.02 %,株価
0,2021-09-26 22:07:37.183786,10:30,中外鉱業 (1491・東2),/brand/?code=1491,1491,ゴールデンクロス ,+24.22 %,株価
0,2021-09-26 22:07:37.188104,10:30,ディー・エヌ・エー (2432・東1),/brand/?code=2432,2432,暴落からの反発初日 ,+34.49 %,株価
0,2021-09-26 22:07:37.192429,10:30,フィールズ (2767・東1),/brand/?code=2767,2767,押し目からの反発初日 ,+64.49 %,株価
0,2021-09-26 22:07:37.197582,10:30,住友電気工業 (5802・東1),/brand/?code=5802,5802,押し目からの反発初日 ,+26.79 %,株価
0,2021-09-26 22:07:37.202137,10:30,シンニッタン (6319・東1),/brand/?code=6319,6319,暴落からの反発初日 ,+40.44 %,株価
0,2021-09-26 22:07:37.206491,10:30,ＩＨＩ (7013・東1),/brand/?code=7013,7013,押し目からの反発初日 ,+56.24 %,株価
0,2021-09-26 22:07:37.211230,10:30,テノ．ホールディングス (7037・東1),/brand/?code=7037,7037,押し目からの反発初日 ,+48.11 %,株価
0,2021-09-26 22:07:37.216822,10:30,フタバ産業 (7241・東1),/brand/?code=7241,7241,トレンドライン突破初日 ,+44.81 %,株価
0,2021-09-26 22:07:37.222007,10:30,ＳＵＢＡＲＵ (7270・東1),/brand/?code=7270,7270,暴落からの反発初日 ,+19.86 %,株価
0,2021-09-26 22:07:37.226874,10:30,神鋼商事 (8075・東1),/brand/?code=8075,8075,上値抵抗線突破初日 ,+72.21 %,株価
0,2021-09-26 22:07:37.232149,10:30,アステナホールディングス (8095・東1),/brand/?code=8095,8095,押し目からの反発初日 ,+25.68 %,株価
0,2021-09-26 22:07:37.237981,10:30,大垣共立銀行 (8361・東1),/brand/?code=8361,8361,三角保ち合い上放れ初日 ,+23.46 %,株価
0,2021-09-26 22:07:37.242825,10:30,中京銀行 (8530・東1),/brand/?code=8530,8530,暴落からの反発初日 ,+9.81 %,株価
